NAME_OF_DISTRICT_COUNCIL_DISTRICT_EN,LOCATION_EN,ADDRESS_EN,NAME_OF_DISTRICT_COUNCIL_DISTRICT_TC,LOCATION_TC,ADDRESS_TC,NAME_OF_DISTRICT_COUNCIL_DISTRICT_SC,LOCATION_SC,ADDRESS_SC,STANDARD_BS1363_no,MEDIUM_IEC62196_no,MEDIUM_SAEJ1772_no,MEDIUM_OTHERS_no,QUICK_CHAdeMO_no,QUICK_CCS_DC_COMBO_no,QUICK_IEC62196_no,QUICK_GB_T20234_3_DC__no,QUICK_OTHERS_no,REMARK_FOR__OTHERS_,DATA_PATH,GeometryLongitude,GeometryLatitude
Sham Shui Po,CRE Centre,"16 Cheung Shun St, Lai Chi Kok",深水埗區,華創中心,長沙灣長順街16號,深水埗区,华创中心,长沙湾长顺街16号,0,0,0,0,0,0,3,0,0,-,-,114.14725900000008,22.33635000000004
Sham Shui Po,Lai Tsui Court,LAI CHI KOK ROAD,深水埗區,麗翠苑,荔枝角道,深水埗区,丽翠苑,荔枝角道,3,0,0,0,0,0,0,0,0,-,-,114.15453900000011,22.333766000000026
Sham Shui Po,Sham Shui Po Sports Ground,"3 Hing Wah Street, Cheung Sha Wan, Kowloon",深水埗區,深水埗運動場,九龍長沙灣興華街3號,深水埗区,深水埗运动场,九龙长沙湾兴华街3号,0,2,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.15156600000012,22.337387000000035
Sham Shui Po,The Campton,"208 Fuk Wa St, Un Chau",深水埗區,The Campton,福華街208號,深水埗区,The Campton,福华街208号,0,0,0,14,0,0,0,0,3,Tesla Wall Connector,-,114.16018400000007,22.33328000000006
Sham Shui Po,Lung Cheung Road Lookout,Lung Cheung Road,深水埗區,龍翔道觀景台,龍翔道,深水埗区,龙翔道观景台,龙翔道,0,4,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.1712950000001,22.343042000000025
Sham Shui Po,Cheung Sha Wan Plaza,"833 Cheung Sha Wan Road, Kowloon",深水埗區,長沙灣廣場,九龍長沙灣道833號,深水埗区,长沙湾广场,九龙长沙湾道833号,0,0,0,23,0,0,0,0,3,Tesla Wall Connector,-,114.14870500000006,22.337114000000042
Sham Shui Po,Lai Sun Commercial Centre,"680 Cheung Sha Wan Road, Kowloon",深水埗區,麗新商業中心,九龍長沙灣道680號,深水埗区,丽新商业中心,九龙长沙湾道680号,0,7,0,3,0,0,0,0,0,Tesla Wall Connector,-,114.15195500000004,22.339050000000043
Sham Shui Po,Lai Chi Kok Park,"1 Lai Wan Road, Lai Chi Kok, Kowloon",深水埗區,荔枝角公園,九龍荔枝角荔灣道1號,深水埗区,荔枝角公园,九龙荔枝角荔湾道1号,0,8,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.13822200000004,22.339746000000048
Sham Shui Po,Cornwall Street Park,"17 Cornwall Street, Kowloon Tong",深水埗區,歌和老街公園,九龍塘歌和老街17號,深水埗区,歌和老街公园,九龙塘歌和老街17号,0,2,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.17272200000002,22.33918600000004
Sham Shui Po,Wing Cheong Estate Car Park,"No.20, Sai Chuen Road, Sham Shui Po",深水埗區,榮昌邨停車場,深水埗西邨路20號,深水埗区,荣昌邨停车场,深水埗西邨路20号,2,0,0,0,0,0,0,0,0,-,-,114.15611100000001,22.32880700000004
Sham Shui Po,Caritas Medical Centre,"WING HONG STREET, SHAM SHUI PO",深水埗區,明愛醫院,深水埗永康街,深水埗区,明爱医院,深水埗永康街,0,0,0,1,0,0,0,0,0,IEC60309,-,114.15412900000001,22.341827000000023
Sham Shui Po,Hoi Ying Estate,LAI YING STREET,深水埗區,海盈邨,荔盈街,深水埗区,海盈邨,荔盈街,0,4,0,0,0,0,0,0,0,-,-,114.14795800000002,22.32883400000003
Sham Shui Po,Hoi Tak Court,FAT TSEUNG STREET WEST,深水埗區,凱德苑,發祥街西,深水埗区,凯德苑,发祥街西,2,0,0,0,0,0,0,0,0,-,-,114.15133600000001,22.330722000000037
Sham Shui Po,Pak Tin Estate (Shui Tin House) Carpark,"Shui Tin House,Pak Tin Estate, Kowloon , HK",深水埗區,白田邨（瑞田樓）停車場,"九龍,白田邨,瑞田樓,",深水埗区,白田邨（瑞田楼）停车场,"九龙,白田邨,瑞田楼,",6,0,0,0,0,0,0,0,0,-,-,114.16835300000002,22.33547200000004
Kowloon City,"Run Run Shaw Creative Media Centre, The City University of Hong Kong","18 Tat Hong Ave, Kowloon Tong",九龍城區,香港城市大學邵逸夫創意媒體中心,九龍塘達康路18號,九龙城区,香港城市大学邵逸夫创意媒体中心,九龙塘达康路18号,0,0,0,0,0,0,1,0,0,-,-,114.16907800000001,22.340099000000066
Kowloon City,"Nam Shan Yuen, The City University of Hong Kong","23 Nam Shan Chuen Rd, Kowloon Tong",九龍城區,香港城市大學南山苑,九龍塘南山邨道23號,九龙城区,香港城市大学南山苑,九龙塘南山邨道23号,0,0,0,0,0,0,1,0,0,-,-,114.17095600000005,22.335628000000042
Kowloon City,"Academic Exchange Building, The City University of Hong Kong",33 To Yuen Street,九龍城區,香港城市大學學術交流大樓,33 桃源街,九龙城区,香港城市大学学术交流大楼,33 桃源街,0,0,0,0,0,0,1,0,0,-,-,114.17463600000008,22.335659000000078
Kowloon City,"Tak Chee Yuen, The City University of Hong Kong","88, Tat Chee Ave",九龍城區,香港城市大學德智苑,九龍塘達之路88號,九龙城区,香港城市大学德智苑,九龙塘达之路88号,0,0,0,0,0,0,1,0,0,-,-,114.17343500000004,22.338247000000024
Sham Shui Po,KMB Manhanttan Hill Carpark,"1 Po Lun St, Lai Chi Kok",深水埗區,曼克頓山(九巴總部)停車場,荔枝角寶輪街1號,深水埗区,曼克顿山(九巴总部)停车场,荔枝角宝轮街1号,0,0,0,0,0,12,0,0,0,-,-,114.14253100000008,22.334324000000038
Sham Shui Po,ONE WEST KOWLOON,"873 Lai Chi Kok Rd, Lai Chi Kok",深水埗區,一號．西九龍,荔枝角道873號,深水埗区,一号．西九龙,荔枝角道873号,0,1,0,0,0,0,0,0,0,-,-,114.14695200000006,22.33361400000007
Sham Shui Po,LAW'S COMMERCIAL PLAZA,"CHEUNG SHA WAN ROAD, SHAM SHUI PO",深水埗區,羅氏商業廣場,深水埗長沙灣道,深水埗区,罗氏商业广场,深水埗長沙灣道,0,4,0,0,0,4,0,0,0,-,-,114.14982600000008,22.338219000000038
Sham Shui Po,D2 Place one,"CHEUNG YEE STREET, SHAM SHUI PO",深水埗區,D2 Place one,深水埗長義街,深水埗区,D2 Place one,深水埗长义街,0,0,0,0,0,2,0,0,0,-,-,114.14874900000007,22.33610600000003
Sham Shui Po,"83 King Lam Street, Cheung Sha Wan",83 King Lam Street,深水埗區,長沙灣瓊林街83號,瓊林街83號,深水埗区,长沙湾琼林街83号,琼林街83号,0,4,0,0,0,0,0,0,0,-,-,114.14640200000008,22.33917900000006
Wong Tai Sin,Lok Fu Zone B Car Park ,"Lok Fu Place, 198 Junction Road, Wang Tau Hom, Kowloon",黃大仙區,樂富B區停車場,九龍橫頭磡聯合道198號樂富廣場,黄大仙区,乐富B区停车场,九龙横头磡联合道198号乐富广场,0,6,0,0,0,6,3,0,0,-,-,114.18792200000007,22.337352000000067
Wong Tai Sin,Temple Mall North Car Park,"Temple Mall North, 136 Lung Cheung Road, Wong Tai Sin, Kowloon",黃大仙區,黃大仙中心 北館 停車場,九龍黃大仙龍翔道136號黃大仙中心 北館,黄大仙区,黄大仙中心 北馆 停车场,九龙黄大仙龙翔道136号黄大仙中心 北馆,0,0,0,4,1,1,4,0,7,-,-,114.19070600000009,22.34247800000003
Wong Tai Sin,Plaza Hollywood Carpark,"Plaza Hollywood, Diamond Hill, Kln",黃大仙區,荷里活廣場停車場,九龍鑽石山荷里活廣場,黄大仙区,荷里活广场停车场,九龙钻石山荷里活广场,8,0,0,0,0,0,3,0,0,-,-,114.20270600000003,22.34050300000007
Wong Tai Sin,Sheung Fung Street Car Park,"Sheung Fung Street, Wong Tai Sin, Kowloon",黃大仙區,雙鳳街停車場,九龍黃大仙雙鳳街,黄大仙区,双凤街停车场,九龙黄大仙双凤街,0,82,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.19705900000008,22.34395900000004
Wong Tai Sin,AIA Financial Centre,"103 King Fuk St, San Po Kong",黃大仙區,友邦九龍金融中心,新蒲崗景福街103號,黄大仙区,友邦九龙金融中心,新蒲岗景福街103号,0,1,0,0,0,0,0,0,0,-,-,114.19936300000006,22.335095000000024
Wong Tai Sin,Lions Rise,"7 Muk Lun St, Chuk Un",黃大仙區,現崇山,竹園睦鄰街7號,黄大仙区,现崇山,竹园睦邻街7号,2,2,0,0,0,0,0,0,0,-,-,114.19647000000009,22.340900000000033
Wong Tai Sin,Lions Rise Mall,"5 Chun Yan St, Chuk Un",黃大仙區,現崇山商場,竹園親仁街5號,黄大仙区,现崇山商场,竹园亲仁街5号,2,2,0,0,0,2,0,0,0,-,-,114.19702900000004,22.339913000000024
Wong Tai Sin,The Latitude Carpark,"PRINCE EDWARD ROAD EAST, WONG TAI SIN",黃大仙區,譽．港灣停車場,黃大仙太子道東,黄大仙区,誉．港湾停车场,黄大仙太子道东,3,0,0,0,0,0,2,0,4,-,-,114.19690700000001,22.333582000000035
Wong Tai Sin,Kai Tak Garden,"10 Tai Shing St, Chuk Un",黃大仙區,啟德花園,竹園大成街10號,黄大仙区,启德花园,竹园大成街10号,0,2,0,0,0,0,0,0,0,-,-,114.19414500000005,22.337436000000025
Wong Tai Sin,Lok Fu Market Car Park ,"Lok Fu Place, 198 Junction Road, Wang Tau Hom, Kowloon",黃大仙區,樂富街市停車場,九龍橫頭磡聯合道198號樂富廣場,黄大仙区,乐富街市停车场,九龙横头磡联合道198号乐富广场,0,0,0,6,0,0,0,0,4,Tesla Wall Connector / Supercharger,-,114.18712700000003,22.339622000000077
Wong Tai Sin,Hammer Hill Road Swimming Pool and Sports Ground,"Wing Ting Road Wong Tai Sin, Kowloon, HongKong",黃大仙區,斧山道游泳池及運動場,牛池灣永定道,黄大仙区,斧山道游泳池及运动场,牛池湾永定道,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.20737500000007,22.337582000000054
Wong Tai Sin,Po Kong Village Road Park,"140 Po Kong Village Road, Diamond Hill, Kowloon",黃大仙區,蒲崗村道公園,九龍鑽石山蒲崗村道140號,黄大仙区,蒲岗村道公园,九龙钻石山蒲岗村道140号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.20624900000007,22.344720000000052
Wong Tai Sin,Temple Mall South Car Park A,"Temple Mall South, 103 Ching Tak Street, Wong Tai Sin, Kowloon",黃大仙區,黃大仙中心 南館 A停車場,九龍黃大仙正德街103號黃大仙中心 南館,黄大仙区,黄大仙中心 南馆 A停车场,九龙黄大仙正德街103号黄大仙中心 南馆,0,10,0,0,0,2,0,0,0,-,-,114.19523400000003,22.341184000000055
Wong Tai Sin,Lok Fu UNY,198 Junction Road Wang Tau Hom,黃大仙區,樂富生活創庫,橫頭磡聯合道198號,黄大仙区,乐富生活创库,横头磡联合道198号,0,12,0,0,0,8,0,0,0,-,-,114.18591300000003,22.338693000000035
Wong Tai Sin,Tsz Wan Shan Shopping Centre,"23 Yuk Wah St, Tsz Wan Shan",黃大仙區,慈雲山中心,慈雲山毓華街23號,黄大仙区,慈云山中心,慈云山毓华街23号,0,29,0,0,1,1,0,0,0,-,-,114.20142300000009,22.34730600000006
Wong Tai Sin,Lok Fu Estate,196 Junction Road Wang Tau Hom,黃大仙區,樂富邨,橫頭磡聯合道196號,黄大仙区,乐富邨,横头磡联合道196号,0,9,0,0,0,0,0,0,0,-,-,114.18709700000011,22.335406000000035
Wong Tai Sin,Tung Tau II Car Park A,"Tung Tau Estate Retail and Car Park, 183 Tung Tau Tsuen Road, Wong Tai Sin, Kowloon",黃大仙區,東頭二(A)停車場,九龍黃大仙東頭村道183號東頭邨商舖及停車場,黄大仙区,东头二(A)停车场,九龙黄大仙东头村道183号东头邨商舖及停车场,0,9,0,0,0,0,0,0,0,-,-,114.19271100000003,22.33523100000008
Wong Tai Sin,Tung Tau II Car Park B,"183 Tung Tau Tsuen Rd, Chuk Un",黃大仙區,東頭二(B)停車場,竹園東頭村道183號東頭邨商舖及停車場,黄大仙区,东头二(B)停车场,竹园东头村道183号东头邨商铺及停车场,0,0,0,0,0,0,9,0,0,-,-,114.19250800000009,22.334513000000072
Wong Tai Sin,King Lai Court,"36-38 Fung Shing St, Hammer Hill",黃大仙區,瓊麗苑,斧山豐盛街36-38號,黄大仙区,琼丽苑,斧山丰盛街36-38号,0,12,0,0,0,0,0,0,0,-,-,114.21065800000008,22.341645000000028
Wong Tai Sin,Tsz Man Estate,"55 Tsz Wan Shan Rd, Tsz Wan Shan",黃大仙區,慈民邨,慈雲山慈雲山道55號,黄大仙区,慈民邨,慈云山慈云山道55号,0,17,0,0,0,0,0,0,0,-,-,114.20277600000009,22.34846600000003
Wong Tai Sin,Bel Air Heights,"LUNG POON STREET, WONG TAI SIN",黃大仙區,悅庭軒,黃大仙 龍蟠街,黄大仙区,悦庭轩,黄大仙 龙蟠街,0,1,0,0,0,0,0,0,0,-,-,114.20211400000005,22.341984000000025
Wong Tai Sin,Hong Keung Car Park,"Hong Keung Court Car Park, 23 Heng Lam Street, Wang Tau Hom,  Kowloon",黃大仙區,康強停車場,九龍橫頭磡杏林街23號康強苑停車場,黄大仙区,康强停车场,九龙横头磡杏林街23号康强苑停车场,0,14,0,0,0,0,0,0,0,-,-,114.19001000000003,22.337244000000055
Wong Tai Sin,The Burrow,"212 Choi Hung Rd, San Po Kong",黃大仙區,The Burrow,新蒲崗彩虹道212號,黄大仙区,The Burrow,新蒲岗彩虹道212号,0,0,0,0,0,0,0,0,3,Supercharger,-,114.19998500000008,22.338234000000057
Wong Tai Sin,Kai Cheung Court,"Choi Hung Rd, Diamond Hill",黃大仙區,啟翔苑,鑽石山彩虹道,黄大仙区,启翔苑,钻石山彩虹道,0,6,0,0,0,0,0,0,0,-,-,114.20202500000005,22.338119000000063
Wong Tai Sin,Kai Chuen Court Carpark,"235 Choi Hung Road, San Po Kong, Kowloon",黃大仙區,啟鑽苑停車場,九龍新蒲崗彩虹道235號,黄大仙区,启钻苑停车场,九龙新蒲岗彩虹道235号,0,52,0,0,0,0,0,0,0,-,-,114.20075800000006,22.339000000000055
Wong Tai Sin,TUNG WUI ESTATE (II),LOK SIN ROAD,黃大仙區,東匯邨,九龍城樂善道,黄大仙区,东汇邨,九龙城乐善道,1,0,0,0,0,0,0,0,0,-,-,114.19413300000008,22.332512000000065
Wong Tai Sin,Temple Mall South Car Park B,"Temple Mall South, 103 Ching Tak Street, Wong Tai Sin, Kowloon",黃大仙區,黃大仙中心 南館 B停車場,九龍黃大仙正德街103號黃大仙中心 南館,黄大仙区,黄大仙中心 南馆 B停车场,九龙黄大仙正德街103号黄大仙中心 南馆,0,0,0,0,0,2,0,0,0,-,-,114.19403000000011,22.341282000000035
Wong Tai Sin,Fung Lai Car Park,"Fung Lai Court Car Park, 8 Fung Lai Road, Diamond Hill,  Kowloon",黃大仙區,鳳禮停車場,九龍鑽石山鳳禮道8號鳳禮苑停車場,黄大仙区,凤礼停车场,九龙钻石山凤礼道8号凤礼苑停车场,0,14,0,0,0,0,0,0,0,-,-,114.20217900000011,22.344416000000024
Wong Tai Sin,Fung Tak Car Park ,"Fung Tak Shopping Centre, 111 Fung Tak Road, Diamond Hill, Kowloon",黃大仙區,鳳德停車場,九龍鑽石山鳳德道111號鳳德商場,黄大仙区,凤德停车场,九龙钻石山凤德道111号凤德商场,0,20,0,0,0,0,0,0,0,-,-,114.20084900000006,22.34295000000003
Wong Tai Sin,Tin Wang Court Car Park,"Kam Chuk Ln, Ma Chai Hang",黃大仙區,天宏苑停車場,馬仔坑金竹里,黄大仙区,天宏苑停车场,马仔坑金竹里,0,12,0,0,0,0,0,0,0,-,-,114.18617000000006,22.344165000000032
Wong Tai Sin,Tsz Oi Car Park,"Tsz Oi Court Retail and Car Park, 2 Wan Wah Street, Tsz Wan Shan, Kowloon",黃大仙區,慈愛停車場,九龍慈雲山雲華街2號慈愛苑商舖及停車場,黄大仙区,慈爱停车场,九龙慈云山云华街2号慈爱苑商铺及停车场,0,9,0,0,0,0,0,0,0,-,-,114.19957700000009,22.349275000000034
Wong Tai Sin,Ying Fuk Car Park,"Ying Fuk Court Retail and Car Park, 17 Wing Chuk Street, Wong Tai Sin, Kowloon",黃大仙區,盈福停車場,九龍黃大仙穎竹街17號盈福苑商舖及停車場,黄大仙区,盈福停车场,九龙黄大仙颖竹街17号盈福苑商铺及停车场,0,9,0,0,0,0,0,0,0,-,-,114.19550600000002,22.34650400000004
Yau Tsim Mong,China Hong Kong City,"33 Canton Road, Tsim Sha Tsui",油尖旺區,中港城,尖沙咀廣東道33號,油尖旺区,中港城,尖沙咀广东道33号,0,42,0,0,0,4,0,0,0,-,-,114.1676940000001,22.300291000000072
Yau Tsim Mong,Ocean Terminal Car Park (P5),"4/F - 5/F, Ocean Terminal, Harbour City, Tsim Sha Tsui, Kowloon",油尖旺區,海運大廈停車場 (P5),九龍尖沙咀海港城海運大廈4樓-5樓,油尖旺区,海运大厦停车场 (P5),九龙尖沙咀海港城海运大厦4楼-5楼,24,0,0,0,2,2,5,0,0,-,-,114.16767500000003,22.295135000000073
Yau Tsim Mong,Langham Place,"31 Shantung St, Mong Kok",油尖旺區,朗豪坊,旺角山東街31號,油尖旺区,朗豪坊,旺角山东街31号,0,0,0,0,26,0,29,0,0,-,-,114.16872300000011,22.317372000000034
Yau Tsim Mong,Olympian City 1,"11 Hoi Fai Road, West Kowloon",油尖旺區,奧海城1期,西九龍海輝道11號,油尖旺区,奥海城1期,西九龙海辉道11号,2,3,0,33,0,4,0,0,7,-,-,114.15822300000002,22.319690000000037
Yau Tsim Mong,Olympian City 2,"18 Hoi Ting Road, West Kowloon",油尖旺區,奧海城2期,西九龍海庭道18號,油尖旺区,奥海城2期,西九龙海庭道18号,0,0,0,0,0,4,2,0,0,-,-,114.16203300000006,22.315300000000036
Yau Tsim Mong,Olympian City 3,"1 Hoi Wang Road, South West Kowloon",油尖旺區,奧海城3期,西南九龍海泓道1號,油尖旺区,奥海城3期,西南九龙海泓道1号,2,0,0,0,0,0,0,0,0,-,-,114.16521100000011,22.31749300000007
Yau Tsim Mong,The Long Beach,"HOI FAI ROAD, YAU TSIM MONG",油尖旺區,浪澄灣,油尖旺 海輝道,油尖旺区,浪澄湾,油尖旺 海辉道,0,0,0,0,0,0,2,0,0,-,-,114.15591400000005,22.319885000000056
Yau Tsim Mong,HONG KONG SCOUT HEADQUARTERS,"AUSTIN ROAD, YAU TSIM MONG",油尖旺區,香港童軍中心,油尖旺 柯士甸道,油尖旺区,香港童军中心,油尖旺 柯士甸道,3,3,0,0,0,0,0,0,0,-,-,114.16939200000002,22.302711000000045
Yau Tsim Mong,Empire Centre,"68 Mody Road, Tsim Sha Tsui East",油尖旺區,帝國中心,尖東麼地道68號,油尖旺区,帝国中心,尖东么地道68号,0,2,0,0,0,2,0,0,0,-,-,114.17842700000006,22.298268000000064
Yau Tsim Mong,K11 Art Mall,"18 Hanoi Road, Tsim Sha Tsui, Kowloon",油尖旺區,K11購物藝術館,尖沙咀河內道18號,油尖旺区,K11购物艺术馆,尖沙咀河内道18号,0,5,0,0,0,3,0,0,0,-,-,114.17361800000003,22.29743200000007
Yau Tsim Mong,ELEMENTS Carpark,"1 AUSTIN ROAD WEST, Yau Tsim Mong District, Kowloon",油尖旺區,圓方停車場,九龍 油尖旺區 柯士甸道西1號,油尖旺区,圆方停车场,九龙 油尖旺区 柯士甸道西1号,0,0,0,9,0,0,2,0,12,-,-,114.16157900000007,22.304932000000065
Yau Tsim Mong,Elements (South) Car Park,"1, Tsim Sha Tsui, Austin Rd W",油尖旺區,圓方南停車場,柯士甸道一號,油尖旺区,圆方南停车场,柯士甸道一号,0,0,0,0,0,0,3,0,0,-,-,114.16013700000008,22.30421800000005
Yau Tsim Mong,Gala Place,"56 Dundas Street, Mongkok, Kowloon",油尖旺區,家樂坊,九龍旺角登打士街56號,油尖旺区,家乐坊,九龙旺角登打士街56号,0,4,0,6,0,0,0,0,0,Tesla Wall Connector,-,114.17109700000003,22.31525400000004
Yau Tsim Mong,WEALTH COMMERCIAL CENTRE,"KWONG WA STREET, YAU TSIM MONG",油尖旺區,廣發商業中心,油尖旺 廣華街,油尖旺区,广发商业中心,油尖旺 广华街,1,0,0,0,0,0,0,0,0,-,-,114.17366700000002,22.316771000000074
Yau Tsim Mong,SHANGRI-LA HOTEL,"MODY ROAD, YAU TSIM MONG",油尖旺區,九龍香格里拉大酒店,油尖旺 麼地道,油尖旺区,九龙香格里拉大酒店,油尖旺 么地道,2,0,0,1,0,0,0,0,0,-,-,114.17708800000003,22.297004000000072
Yau Tsim Mong,Royal Plaza Hotel,"193 Prince Edward Rd W, Kadoorie Hill",油尖旺區,帝京酒店,加多利山太子道西193號,油尖旺区,帝京酒店,加多利山太子道西193号,0,0,0,0,0,0,0,0,2,Tesla Wall Connector,-,114.17317800000001,22.32483300000007
Yau Tsim Mong,Lodgewood,"1131 Canton Rd, Mong Kok",油尖旺區,薈賢居,旺角廣東道1131號,油尖旺区,荟贤居,旺角广东道1131号,0,0,0,1,0,0,0,0,0,Tesla Wall Connector,-,114.16652900000008,22.32123400000006
Yau Tsim Mong,W Hong Kong,1 Austin Road West Kowloon Station,油尖旺區,香港W酒店,柯士甸道西1號,油尖旺区,香港W酒店,柯士甸道西1号,0,0,0,0,0,0,0,0,2,Tesla Wall Connector,-,114.160615,22.30541800000003
Yau Tsim Mong,Hotel ICON,"17 Science Museum Rd, Tsim Sha Tsui",油尖旺區,唯港薈,尖沙咀科學館道17號,油尖旺区,唯港荟,尖沙咀科学馆道17号,0,0,0,0,0,0,0,0,6,Tesla Wall Connector,-,114.17943200000002,22.300448000000074
Yau Tsim Mong,Coronation Circle,"1 Yau Cheung Road, South West Kowloon",油尖旺區,中港薈,西南九龍友翔道1號,油尖旺区,中港薈,西南九龙友翔道1号,1,0,0,0,0,0,0,0,0,-,-,114.16577100000006,22.309413000000063
Yau Tsim Mong,REGAL KOWLOON HOTEL,"MODY ROAD, YAU TSIM MONG",油尖旺區,富豪九龍酒店,油尖旺 麼地道,油尖旺区,富豪九龙酒店,油尖旺 么地道,0,0,0,0,0,0,0,0,1,Tesla Wall Connector,-,114.1779130000001,22.298937000000024
Yau Tsim Mong,Royal Garden Hotel,"69 Mody Rd, Tsim Sha Tsui",油尖旺區,帝苑酒店,尖東麼地道69號,油尖旺区,帝苑酒店,尖东么地道69号,0,0,0,0,0,0,0,0,1,Tesla Wall Connector,-,114.17734300000006,22.298667000000023
Yau Tsim Mong,International Commerce Centre,"1 Austin Rd W, Tsim Sha Tsui",油尖旺區,環球貿易廣場,柯士甸道西1號,油尖旺区,环球贸易广场,柯士甸道西1号,0,1,0,0,0,0,0,0,0,-,-,114.16145300000005,22.30370700000003
Yau Tsim Mong,Pioneer Centre Car Park,NO.133 Sai Yeung Choi Street South,油尖旺區,始創中心停車場,西洋菜南街133號,油尖旺区,始创中心停车场,西洋菜南街133号,0,0,0,0,0,0,5,0,0,-,-,114.16905200000008,22.322245000000066
Yau Tsim Mong,ONE PEKING,"PEKING ROAD, YAU TSIM MONG",油尖旺區,北京道1號,油尖旺 北京道,油尖旺区,北京道1号,油尖旺 北京道,0,1,0,0,0,0,0,0,0,-,-,114.16976000000011,22.296017000000063
Yau Tsim Mong,8 OBSERVATORY ROAD,"OBSERVATORY ROAD, YAU TSIM MONG",油尖旺區,天文臺道８號,油尖旺 天文臺道,油尖旺区,天文台道８号,油尖旺 天文台道,0,0,0,3,0,0,0,0,0,Tesla Wall Connector,-,114.17580600000008,22.301143000000025
